game_date,athlete_display_name,team_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,home_away,team_winner
7/12/2025,Dana Evans,Aces,19,3,5,0,1,2,2,0,1,1,2,0,0,0,2,3,8,FALSE,FALSE,FALSE,home,TRUE
7/12/2025,Aaliyah Nye,Aces,20,2,4,0,1,0,0,1,2,3,0,1,0,2,2,6,4,FALSE,FALSE,FALSE,home,TRUE
7/12/2025,Kierstan Bell,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/12/2025,Bridget Carleton,Lynx,26,2,4,0,1,2,2,0,4,4,1,0,1,1,1,-2,6,TRUE,FALSE,FALSE,away,FALSE
7/12/2025,Alanna Smith,Lynx,34,4,10,0,6,0,1,2,3,5,4,6,2,2,4,3,8,TRUE,FALSE,FALSE,away,FALSE
7/12/2025,Napheesa Collier,Lynx,36,9,18,1,3,7,8,2,6,8,5,3,3,2,4,-3,26,TRUE,FALSE,FALSE,away,FALSE
7/12/2025,Kayla McBride,Lynx,33,6,17,5,12,0,0,0,0,0,1,3,0,0,2,-1,17,TRUE,FALSE,FALSE,away,FALSE
7/12/2025,Courtney Williams,Lynx,38,5,15,1,5,2,2,1,7,8,8,0,0,2,2,-8,13,TRUE,FALSE,FALSE,away,FALSE
7/12/2025,Jessica Shepard,Lynx,17,1,4,0,0,0,0,1,1,2,2,0,0,2,2,-1,2,FALSE,FALSE,FALSE,away,FALSE
7/12/2025,Maria Kliundikova,Lynx,4,0,2,0,0,0,0,1,0,1,1,0,0,0,0,-3,0,FALSE,FALSE,FALSE,away,FALSE
7/12/2025,Diamond Miller,Lynx,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,-8,6,FALSE,FALSE,FALSE,away,FALSE
7/12/2025,Natisha Hiedeman,Lynx,8,1,3,1,1,0,0,0,0,0,0,0,0,0,1,-7,3,FALSE,FALSE,FALSE,away,FALSE
7/12/2025,Alissa Pili,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/12/2025,Anastasiia Olairi Kosu,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/12/2025,Karlie Samuelson,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/12/2025,Michaela Onyenwere,Sky,26,2,3,0,1,0,0,1,6,7,0,0,0,4,3,4,4,TRUE,FALSE,FALSE,home,TRUE
7/12/2025,Angel Reese,Sky,35,8,14,0,1,3,4,2,9,11,4,2,0,6,4,7,19,TRUE,FALSE,FALSE,home,TRUE
7/12/2025,Kamilla Cardoso,Sky,33,5,12,0,0,7,9,6,9,15,2,0,2,1,0,6,17,TRUE,FALSE,FALSE,home,TRUE
7/12/2025,Rachel Banham,Sky,31,4,13,3,7,1,1,0,3,3,5,0,0,0,3,5,12,TRUE,FALSE,FALSE,home,TRUE
7/12/2025,Ariel Atkins,Sky,36,12,21,1,2,2,2,2,1,3,1,2,1,4,2,6,27,TRUE,FALSE,FALSE,home,TRUE
7/12/2025,Elizabeth Williams,Sky,12,4,6,0,0,0,0,0,0,0,2,0,0,2,1,-1,8,FALSE,FALSE,FALSE,home,TRUE
7/12/2025,Rebecca Allen,Sky,12,0,4,0,2,0,0,1,2,3,3,0,0,0,0,6,0,FALSE,FALSE,FALSE,home,TRUE
7/12/2025,Kia Nurse,Sky,16,0,3,0,2,0,0,1,2,3,0,1,0,0,4,-3,0,FALSE,FALSE,FALSE,home,TRUE
7/12/2025,Maddy Westbeld,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/12/2025,Courtney Vandersloot,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/12/2025,Moriah Jefferson,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/12/2025,Hailey Van Lith,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/11/2025,Tina Charles,Sun,35,5,18,0,1,10,10,2,8,10,3,1,0,5,1,-17,20,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Olivia Nelson-Ododa,Sun,34,4,5,0,0,2,2,2,6,8,1,1,2,0,1,-9,10,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Bria Hartley,Sun,30,2,4,1,2,2,2,0,5,5,2,0,0,4,5,-6,7,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Jacy Sheldon,Sun,12,0,0,0,0,0,0,0,1,1,1,0,1,1,3,1,0,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Saniya Rivers,Sun,35,4,13,2,5,2,4,0,2,2,3,2,0,1,0,-8,12,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Haley Peters,Sun,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-6,0,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Aneesah Morrow,Sun,11,1,3,0,2,2,2,0,1,1,0,0,0,0,2,-2,4,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Lindsay Allen,Sun,6,1,2,0,1,0,0,0,1,1,0,0,0,0,0,-4,2,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Leila Lacan,Sun,32,4,13,0,5,2,2,4,3,7,1,0,0,4,5,-19,10,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Rayah Marshall,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/11/2025,Marina Mabrey,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/11/2025,Jaelyn Brown,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/11/2025,Nneka Ogwumike,Storm,34,5,12,2,5,4,4,1,3,4,5,1,2,2,1,12,16,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Gabby Williams,Storm,38,6,10,1,5,5,5,0,2,2,5,3,0,2,2,13,18,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Ezi Magbegor,Storm,30,6,10,0,2,2,2,1,3,4,1,2,2,0,3,12,14,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Skylar Diggins,Storm,26,5,11,3,5,1,4,0,5,5,5,0,0,0,4,7,14,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Erica Wheeler,Storm,31,2,7,0,3,2,2,0,1,1,5,4,0,1,1,17,6,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Alysha Clark,Storm,5,0,3,0,3,0,0,1,0,1,0,0,0,0,1,2,0,FALSE,FALSE,FALSE,home,TRUE
7/11/2025,Dominique Malonga,Storm,10,2,5,0,0,0,0,4,4,8,1,0,0,2,2,2,4,FALSE,FALSE,FALSE,home,TRUE
7/11/2025,Tiffany Mitchell,Storm,20,2,4,0,1,1,2,2,1,3,0,0,0,0,4,3,5,FALSE,FALSE,FALSE,home,TRUE
7/11/2025,Zia Cooke,Storm,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,FALSE,FALSE,FALSE,home,TRUE
7/11/2025,Katie Lou Samuelson,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/11/2025,Mackenzie Holmes,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/11/2025,Lexie Brown,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/11/2025,Brionna Jones,Dream,24,2,4,0,0,2,4,2,1,3,1,2,0,1,6,-3,6,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Brittney Griner,Dream,26,4,11,0,0,2,2,0,8,8,1,1,2,3,2,-13,10,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Allisha Gray,Dream,36,2,9,1,6,1,1,0,4,4,2,0,0,1,2,-13,6,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Jordin Canada,Dream,37,11,22,6,11,2,2,0,3,3,8,1,0,1,3,-20,30,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Rhyne Howard,Dream,26,5,11,4,8,0,0,1,2,3,2,1,3,0,2,-15,14,TRUE,FALSE,FALSE,away,FALSE
7/11/2025,Nia Coffey,Dream,6,3,3,0,0,1,1,0,2,2,0,0,0,2,1,-8,7,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Naz Hillmon,Dream,23,0,3,0,3,3,4,3,2,5,3,1,1,3,2,-10,3,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Taylor Thierry,Dream,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Shatori Walker-Kimbrough,Dream,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Maya Caldwell,Dream,14,3,4,0,1,0,0,1,0,1,0,2,0,0,2,-3,6,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Te-Hina Paopao,Dream,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,FALSE,FALSE,FALSE,away,FALSE
7/11/2025,Natasha Howard,Fever,24,4,10,0,2,1,1,2,5,7,0,2,0,0,0,5,9,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Aliyah Boston,Fever,33,5,10,1,1,8,8,1,5,6,8,1,0,3,6,9,19,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Kelsey Mitchell,Fever,25,9,16,3,7,4,4,0,0,0,3,1,2,1,1,-3,25,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Lexie Hull,Fever,15,2,4,1,3,0,0,3,2,5,3,0,0,2,0,-3,5,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Caitlin Clark,Fever,26,5,17,1,7,1,2,1,3,4,9,0,0,2,1,12,12,TRUE,FALSE,FALSE,home,TRUE
7/11/2025,Damiris Dantas,Fever,21,2,6,1,4,2,3,1,1,2,0,1,0,2,4,16,7,FALSE,FALSE,FALSE,home,TRUE
7/11/2025,Sydney Colson,Fever,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,home,TRUE
7/11/2025,Sophie Cunningham,Fever,30,5,9,4,5,2,2,2,8,10,1,0,1,0,1,24,16,FALSE,FALSE,FALSE,home,TRUE
7/11/2025,Aari McDonald,Fever,25,3,4,0,1,0,0,0,1,1,3,1,0,1,1,24,6,FALSE,FALSE,FALSE,home,TRUE
7/11/2025,Brianna Turner,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/11/2025,Makayla Timpson,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/10/2025,NaLyssa Smith,Aces,24,2,6,0,0,2,4,0,4,4,2,1,1,3,6,-3,6,TRUE,FALSE,FALSE,away,FALSE
7/10/2025,Kiah Stokes,Aces,16,0,2,0,2,0,0,0,3,3,0,1,0,0,2,1,0,TRUE,FALSE,FALSE,away,FALSE
7/10/2025,Chelsea Gray,Aces,29,6,10,1,2,0,0,1,6,7,3,1,3,3,3,-7,13,TRUE,FALSE,FALSE,away,FALSE
7/10/2025,Jewell Loyd,Aces,33,6,13,2,7,6,6,2,1,3,1,2,0,2,2,-8,20,TRUE,FALSE,FALSE,away,FALSE
7/10/2025,Jackie Young,Aces,30,5,15,0,2,0,0,3,4,7,3,0,0,0,3,-4,10,TRUE,FALSE,FALSE,away,FALSE
7/10/2025,Kierstan Bell,Aces,9,1,9,0,7,0,0,1,0,1,0,0,0,0,1,1,2,FALSE,FALSE,FALSE,away,FALSE
7/10/2025,Megan Gustafson,Aces,22,2,8,0,4,0,0,0,4,4,0,0,1,1,1,-7,4,FALSE,FALSE,FALSE,away,FALSE
7/10/2025,Dana Evans,Aces,22,4,7,0,1,3,4,0,0,0,2,2,0,2,0,14,11,FALSE,FALSE,FALSE,away,FALSE
7/10/2025,Aaliyah Nye,Aces,14,1,1,0,0,0,0,0,2,2,1,1,0,0,2,3,2,FALSE,FALSE,FALSE,away,FALSE
7/10/2025,A'ja Wilson,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/10/2025,Shakira Austin,Mystics,27,7,16,0,0,2,2,2,6,8,2,1,1,2,2,-4,16,TRUE,FALSE,FALSE,home,TRUE
7/10/2025,Kiki Iriafen,Mystics,24,4,4,0,0,4,6,2,6,8,2,0,0,4,4,-2,12,TRUE,FALSE,FALSE,home,TRUE
7/10/2025,Brittney Sykes,Mystics,35,7,15,1,3,3,4,1,1,2,4,0,0,5,1,8,18,TRUE,FALSE,FALSE,home,TRUE
7/10/2025,Sug Sutton,Mystics,25,2,6,1,3,0,0,0,1,1,6,1,0,1,3,4,5,TRUE,FALSE,FALSE,home,TRUE
7/10/2025,Sonia Citron,Mystics,38,2,10,0,4,5,5,0,5,5,0,0,0,0,1,2,9,TRUE,FALSE,FALSE,home,TRUE
7/10/2025,Emily Engstler,Mystics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,home,TRUE
7/10/2025,Aaliyah Edwards,Mystics,16,3,5,0,0,0,0,1,5,6,0,0,2,2,1,4,6,FALSE,FALSE,FALSE,home,TRUE
7/10/2025,Stefanie Dolson,Mystics,13,0,2,0,1,0,0,0,3,3,1,0,0,0,3,6,0,FALSE,FALSE,FALSE,home,TRUE
7/10/2025,Lucy Olsen,Mystics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,FALSE,FALSE,FALSE,home,TRUE
7/10/2025,Jade Melbourne,Mystics,18,2,4,0,0,0,0,0,2,2,5,0,0,2,1,-5,4,FALSE,FALSE,FALSE,home,TRUE
7/10/2025,Sika Kone,Mystics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/10/2025,Georgia Amoore,Mystics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/10/2025,Bridget Carleton,Lynx,28,2,3,0,1,0,0,1,2,3,6,1,0,2,2,6,4,TRUE,FALSE,FALSE,away,TRUE
7/10/2025,Alanna Smith,Lynx,23,6,7,3,4,0,1,3,2,5,0,2,2,2,1,-5,15,TRUE,FALSE,FALSE,away,TRUE
7/10/2025,Napheesa Collier,Lynx,32,8,19,0,6,1,1,5,3,8,5,2,2,2,1,10,17,TRUE,FALSE,FALSE,away,TRUE
7/10/2025,Kayla McBride,Lynx,27,2,11,1,9,0,0,0,1,1,2,2,0,0,1,2,5,TRUE,FALSE,FALSE,away,TRUE
7/10/2025,Courtney Williams,Lynx,33,7,16,2,6,0,0,0,5,5,7,3,1,3,1,5,16,TRUE,FALSE,FALSE,away,TRUE
7/10/2025,Jessica Shepard,Lynx,14,2,4,0,0,1,1,1,4,5,3,0,0,1,1,10,5,FALSE,FALSE,FALSE,away,TRUE
7/10/2025,Maria Kliundikova,Lynx,9,2,4,0,2,1,1,1,3,4,2,1,0,0,0,6,5,FALSE,FALSE,FALSE,away,TRUE
7/10/2025,Diamond Miller,Lynx,12,2,4,2,3,0,0,0,0,0,1,1,0,0,2,3,6,FALSE,FALSE,FALSE,away,TRUE
7/10/2025,Alissa Pili,Lynx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,FALSE,FALSE,FALSE,away,TRUE
7/10/2025,Anastasiia Olairi Kosu,Lynx,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3,0,FALSE,FALSE,FALSE,away,TRUE
7/10/2025,Natisha Hiedeman,Lynx,19,7,12,2,6,2,2,0,1,1,2,1,0,0,2,14,18,FALSE,FALSE,FALSE,away,TRUE
7/10/2025,Karlie Samuelson,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
7/10/2025,Dearica Hamby,Sparks,29,6,11,0,1,0,0,2,5,7,2,1,0,4,5,2,12,TRUE,FALSE,FALSE,home,FALSE
7/10/2025,Azura Stevens,Sparks,27,3,8,0,3,0,0,1,9,10,1,0,1,5,1,-13,6,TRUE,FALSE,FALSE,home,FALSE
7/10/2025,Rickea Jackson,Sparks,31,4,10,2,5,4,4,0,3,3,1,1,0,3,2,-4,14,TRUE,FALSE,FALSE,home,FALSE
7/10/2025,Kelsey Plum,Sparks,32,4,7,3,5,6,6,1,2,3,12,2,0,5,2,-2,17,TRUE,FALSE,FALSE,home,FALSE
7/10/2025,Julie Allemand,Sparks,23,3,5,1,3,0,0,0,2,2,4,1,0,1,0,-6,7,TRUE,FALSE,FALSE,home,FALSE
7/10/2025,Emma Cannon,Sparks,13,2,4,2,3,1,2,0,1,1,0,2,0,1,2,4,7,FALSE,FALSE,FALSE,home,FALSE
7/10/2025,Sania Feagin,Sparks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,FALSE,FALSE,FALSE,home,FALSE
7/10/2025,Mercedes Russell,Sparks,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,-14,2,FALSE,FALSE,FALSE,home,FALSE
7/10/2025,Julie Vanloo,Sparks,17,5,7,5,7,0,0,0,2,2,3,0,0,2,2,-4,15,FALSE,FALSE,FALSE,home,FALSE
7/10/2025,Rae Burrell,Sparks,9,1,3,0,0,0,0,0,2,2,0,0,0,1,0,-5,2,FALSE,FALSE,FALSE,home,FALSE
7/10/2025,Sarah Ashlee Barker,Sparks,8,0,0,0,0,0,0,0,1,1,1,0,0,0,1,-6,0,FALSE,FALSE,FALSE,home,FALSE
7/10/2025,Cameron Brink,Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
7/9/2025,Li Yueru,Wings,31,7,11,4,7,0,0,3,7,10,0,0,1,2,3,-7,18,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,Luisa Geiselsoder,Wings,16,1,2,1,2,0,0,3,4,7,1,0,0,2,2,-3,3,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,Paige Bueckers,Wings,36,5,20,0,4,7,8,1,2,3,4,2,0,0,1,-8,17,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,Aziaha James,Wings,37,3,15,0,6,2,5,3,1,4,4,4,0,1,1,-17,8,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,JJ Quinerly,Wings,31,5,14,1,4,5,6,1,0,1,5,3,1,2,5,3,16,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,Myisha Hines-Allen,Wings,25,2,7,1,2,1,2,1,3,4,3,0,1,1,2,-8,6,FALSE,FALSE,FALSE,away,FALSE
7/9/2025,Teaira McCowan,Wings,9,2,2,0,0,0,0,0,2,2,0,0,1,2,3,-4,4,FALSE,FALSE,FALSE,away,FALSE
7/9/2025,Haley Jones,Wings,15,2,4,0,1,0,0,0,0,0,1,1,0,0,1,-11,4,FALSE,FALSE,FALSE,away,FALSE
7/9/2025,Maddy Siegrist,Wings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/9/2025,Arike Ogunbowale,Wings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/9/2025,Tyasha Harris,Wings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/9/2025,DiJonai Carrington,Wings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/9/2025,Michaela Onyenwere,Sky,10,1,2,1,1,2,2,1,2,3,1,1,0,1,4,-2,5,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,Angel Reese,Sky,30,6,10,0,0,3,5,0,11,11,1,0,1,5,3,-6,15,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,Elizabeth Williams,Sky,22,3,7,0,0,2,2,2,3,5,6,0,0,0,2,15,8,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,Rachel Banham,Sky,32,2,6,2,6,5,5,0,1,1,2,2,0,0,4,2,11,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,Ariel Atkins,Sky,26,2,6,1,3,2,2,2,2,4,4,1,3,2,0,-9,7,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,Maddy Westbeld,Sky,4,0,0,0,0,0,0,2,0,2,0,0,0,0,1,7,0,FALSE,FALSE,FALSE,home,TRUE
7/9/2025,Kamilla Cardoso,Sky,24,4,7,0,0,1,2,2,2,4,4,1,2,3,3,6,9,FALSE,FALSE,FALSE,home,TRUE
7/9/2025,Rebecca Allen,Sky,27,9,13,5,7,4,5,0,6,6,3,0,3,1,3,8,27,FALSE,FALSE,FALSE,home,TRUE
7/9/2025,Kia Nurse,Sky,17,1,3,1,3,0,0,0,2,2,2,0,0,1,1,25,3,FALSE,FALSE,FALSE,home,TRUE
7/9/2025,Hailey Van Lith,Sky,8,1,3,0,1,0,0,0,2,2,1,0,1,2,2,9,2,FALSE,FALSE,FALSE,home,TRUE
7/9/2025,Courtney Vandersloot,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/9/2025,Moriah Jefferson,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/9/2025,Bridget Carleton,Lynx,34,4,11,2,7,0,0,2,0,2,4,2,0,1,2,-6,10,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,Alanna Smith,Lynx,29,1,5,0,3,0,0,2,7,9,1,0,0,1,3,-7,2,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,Napheesa Collier,Lynx,36,8,15,0,3,2,2,2,5,7,2,1,2,2,0,-6,18,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,Kayla McBride,Lynx,33,2,8,2,5,0,0,0,2,2,0,0,0,1,2,-7,6,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,Courtney Williams,Lynx,32,9,18,1,2,2,2,1,5,6,5,1,0,4,2,-5,21,TRUE,FALSE,FALSE,away,FALSE
7/9/2025,Jessica Shepard,Lynx,11,4,5,0,0,0,0,3,4,7,2,0,0,4,0,-1,8,FALSE,FALSE,FALSE,away,FALSE
7/9/2025,Maria Kliundikova,Lynx,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,-2,0,FALSE,FALSE,FALSE,away,FALSE
7/9/2025,Diamond Miller,Lynx,8,0,1,0,1,0,0,0,0,0,0,0,0,1,3,-3,0,FALSE,FALSE,FALSE,away,FALSE
7/9/2025,Natisha Hiedeman,Lynx,13,2,5,1,2,1,1,0,3,3,3,0,0,2,1,-3,6,FALSE,FALSE,FALSE,away,FALSE
7/9/2025,Alissa Pili,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/9/2025,Anastasiia Olairi Kosu,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/9/2025,Karlie Samuelson,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
7/9/2025,Alyssa Thomas,Mercury,34,14,24,0,0,1,1,1,7,8,5,2,0,3,2,8,29,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,Kathryn Westbeld,Mercury,28,3,7,0,2,1,1,1,5,6,0,2,0,1,4,12,7,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,Natasha Mack,Mercury,16,3,3,0,0,1,1,3,3,6,0,0,0,0,1,-5,7,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,Sami Whitcomb,Mercury,29,3,9,0,3,4,4,0,5,5,6,1,1,3,1,7,10,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,Monique Akoa Makani,Mercury,30,6,13,1,3,0,0,0,0,0,4,0,0,2,2,14,13,TRUE,FALSE,FALSE,home,TRUE
7/9/2025,DeWanna Bonner,Mercury,26,2,6,0,2,3,3,1,5,6,2,1,0,0,1,13,7,FALSE,FALSE,FALSE,home,TRUE
7/9/2025,Kalani Brown,Mercury,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,-4,2,FALSE,FALSE,FALSE,home,TRUE
7/9/2025,Kitija Laksa,Mercury,19,1,6,0,4,0,0,0,1,1,0,0,0,0,1,-5,2,FALSE,FALSE,FALSE,home,TRUE
7/9/2025,Kiana Williams,Mercury,16,1,4,0,2,0,0,0,2,2,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,home,TRUE
7/9/2025,Satou Sabally,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/9/2025,Kahleah Copper,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/9/2025,Lexi Held,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
7/9/2025,Kayla Thornton,Valkyries,27,4,15,4,10,6,8,3,5,8,2,1,0,0,1,12,18,TRUE,FALSE,FALSE,away,TRUE
7/9/2025,Temi Fagbenle,Valkyries,19,2,4,0,1,3,4,2,3,5,2,1,0,2,4,8,7,TRUE,FALSE,FALSE,away,TRUE
7/9/2025,Tiffany Hayes,Valkyries,28,3,6,0,1,0,0,0,8,8,2,1,0,6,0,22,6,TRUE,FALSE,FALSE,away,TRUE
7/9/2025,Kate Martin,Valkyries,19,2,7,1,4,0,0,0,2,2,0,0,0,1,2,-2,5,TRUE,FALSE,FALSE,away,TRUE
7/9/2025,Veronica Burton,Valkyries,34,6,11,5,6,4,6,3,5,8,6,1,0,2,2,22,21,TRUE,FALSE,FALSE,away,TRUE
7/9/2025,Monique Billings,Valkyries,12,2,4,1,1,0,0,0,2,2,0,0,2,1,1,3,5,FALSE,FALSE,FALSE,away,TRUE
7/9/2025,Laeticia Amihere,Valkyries,10,2,3,0,0,0,0,1,5,6,2,0,0,2,3,8,4,FALSE,FALSE,FALSE,away,TRUE
7/9/2025,Janelle Salaun,Valkyries,25,2,11,0,3,0,0,1,6,7,1,0,0,0,1,15,4,FALSE,FALSE,FALSE,away,TRUE
7/9/2025,Kaitlyn Chen,Valkyries,14,2,3,1,1,0,0,1,0,1,3,2,0,2,0,-1,5,FALSE,FALSE,FALSE,away,TRUE
7/9/2025,Carla Leite,Valkyries,13,1,6,0,5,3,3,0,0,0,0,1,0,0,2,8,5,FALSE,FALSE,FALSE,away,TRUE
7/9/2025,Stephanie Talbot,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
7/9/2025,Cecilia Zandalasini,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
