athlete_display_name,team_name,game_date,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,team_winner,home_away,fg_pct,three_pt_pct,ft_pct
Kiah Stokes,Aces,2025-06-17,30.0,7.0,8,1,0,1,0,3,7,1,2,0.0,0,False,away,0.42857142857142855,0.5,0.625
Chelsea Gray,Aces,2025-06-17,33.0,9.0,2,6,2,0,3,2,9,0,4,5.0,7,False,away,0.2222222222222222,0.0,0.7142857142857143
Tiffany Mitchell,Aces,2025-06-17,21.0,10.0,5,0,1,0,2,5,6,0,0,0.0,0,False,away,0.8333333333333334,0.35714285714285715,0.75
Jewell Loyd,Aces,2025-06-17,34.0,12.0,8,3,0,1,3,4,12,4,8,0.0,0,False,away,0.3333333333333333,0.5,0.8172222222222222
Jackie Young,Aces,2025-06-17,31.0,9.0,3,6,0,0,4,3,13,1,3,2.0,2,False,away,0.23076923076923078,0.3333333333333333,1.0
Joyner Holmes,Aces,2025-06-17,6.0,0.0,1,0,0,0,0,0,2,0,0,0.0,0,False,away,0.0,0.1111111111111111,0.0
Kierstan Bell,Aces,2025-06-17,12.0,5.0,3,0,1,0,1,2,5,1,2,0.0,0,False,away,0.4,0.5,0.75
Elizabeth Kitley,Aces,2025-06-17,3.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,False,away,0.234375,0.0,0.5
Dana Evans,Aces,2025-06-17,14.0,3.0,1,2,0,0,2,1,5,1,3,0.0,0,False,away,0.2,0.3333333333333333,0.8
Aaliyah Nye,Aces,2025-06-17,15.0,7.0,3,0,0,2,1,3,5,1,2,0.0,0,False,away,0.6,0.5,0.84375
A'ja Wilson,Aces,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.48762765318970974,0.4203703703703702,0.8234374214250376
Megan Gustafson,Aces,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.37866666666666665,0.32575757575757575,0.5166666666666667
Bridget Carleton,Lynx,2025-06-17,34.0,7.0,6,4,1,0,1,2,6,1,4,2.0,2,True,home,0.3333333333333333,0.25,1.0
Alanna Smith,Lynx,2025-06-17,31.0,10.0,13,3,0,2,3,4,8,0,2,2.0,4,True,home,0.5,0.0,0.5
Napheesa Collier,Lynx,2025-06-17,19.0,7.0,6,1,0,0,2,3,9,0,2,1.0,1,True,home,0.3333333333333333,0.0,1.0
Kayla McBride,Lynx,2025-06-17,36.0,8.0,1,2,2,0,0,3,12,0,5,2.0,2,True,home,0.25,0.0,1.0
Courtney Williams,Lynx,2025-06-17,32.0,20.0,4,5,3,2,1,8,23,2,5,2.0,4,True,home,0.34782608695652173,0.4,0.5
Maria Kliundikova,Lynx,2025-06-17,3.0,0.0,2,1,0,0,1,0,1,0,0,0.0,0,True,home,0.0,0.26666666666666666,0.5909090909090909
Diamond Miller,Lynx,2025-06-17,14.0,12.0,2,1,1,0,0,4,5,2,2,2.0,2,True,home,0.8,1.0,1.0
Alissa Pili,Lynx,2025-06-17,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3966666666666666,0.35714285714285715,0.8333333333333334
Karlie Samuelson,Lynx,2025-06-17,4.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,True,home,0.31538461538461543,0.291025641025641,0.9166666666666666
Natisha Hiedeman,Lynx,2025-06-17,25.0,12.0,6,3,0,0,0,5,12,0,3,2.0,2,True,home,0.4166666666666667,0.0,1.0
Anastasiia Olairi Kosu,Lynx,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.5088888888888888,0.0,0.5555555555555555
Tina Charles,Sun,2025-06-17,30.0,20.0,4,3,0,1,1,6,17,0,1,8.0,8,False,away,0.35294117647058826,0.0,1.0
Olivia Nelson-Ododa,Sun,2025-06-17,17.0,14.0,8,0,0,0,2,6,8,0,0,2.0,2,False,away,0.75,0.5,1.0
Bria Hartley,Sun,2025-06-17,14.0,2.0,0,1,0,0,1,1,6,0,2,0.0,0,False,away,0.16666666666666666,0.0,0.7791666666666667
Marina Mabrey,Sun,2025-06-17,28.0,6.0,8,1,3,0,4,2,9,0,6,2.0,2,False,away,0.2222222222222222,0.0,1.0
Jacy Sheldon,Sun,2025-06-17,28.0,2.0,2,3,3,0,1,1,4,0,3,0.0,0,False,away,0.25,0.0,0.8454545454545456
Haley Peters,Sun,2025-06-17,25.0,4.0,1,1,1,1,2,1,4,0,3,2.0,2,False,away,0.25,0.0,1.0
Aneesah Morrow,Sun,2025-06-17,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3650563325563326,0.25468749999999996,0.7785714285714285
Rayah Marshall,Sun,2025-06-17,1.0,1.0,0,0,0,0,0,0,1,0,0,1.0,2,False,away,0.0,0.0,0.5
Kariata Diaby,Sun,2025-06-17,5.0,2.0,0,0,0,0,0,0,1,0,0,2.0,2,False,away,0.0,0.0,1.0
Lindsay Allen,Sun,2025-06-17,12.0,0.0,0,1,0,0,1,0,1,0,1,0.0,0,False,away,0.0,0.0,0.8645833333333334
Jaelyn Brown,Sun,2025-06-17,18.0,13.0,1,0,1,1,0,5,7,2,2,1.0,2,False,away,0.7142857142857143,1.0,0.5
Saniya Rivers,Sun,2025-06-17,20.0,7.0,3,5,0,1,0,3,6,1,3,0.0,0,False,away,0.5,0.3333333333333333,0.75
Natasha Howard,Fever,2025-06-17,26.0,16.0,12,0,1,0,2,5,8,0,0,6.0,6,True,home,0.625,0.15,1.0
Aliyah Boston,Fever,2025-06-17,27.0,9.0,9,5,1,1,0,4,9,1,1,0.0,0,True,home,0.4444444444444444,1.0,0.7422842661214755
Kelsey Mitchell,Fever,2025-06-17,29.0,17.0,2,2,0,0,0,8,18,1,7,0.0,0,True,home,0.4444444444444444,0.14285714285714285,0.7737699120052061
Lexie Hull,Fever,2025-06-17,31.0,8.0,3,2,0,0,0,2,5,2,3,2.0,2,True,home,0.4,0.6666666666666666,1.0
Caitlin Clark,Fever,2025-06-17,29.0,20.0,1,6,2,0,4,6,12,4,6,4.0,4,True,home,0.5,0.6666666666666666,1.0
Damiris Dantas,Fever,2025-06-17,16.0,13.0,2,2,0,0,3,4,9,2,5,3.0,4,True,home,0.4444444444444444,0.4,0.75
Brianna Turner,Fever,2025-06-17,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.5492424242424242,0.0,0.5833333333333334
Makayla Timpson,Fever,2025-06-17,2.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,True,home,0.5819444444444445,0.0,0.6666666666666666
Sydney Colson,Fever,2025-06-17,16.0,0.0,1,1,1,0,3,0,2,0,2,0.0,0,True,home,0.0,0.0,0.8888888888888888
Sophie Cunningham,Fever,2025-06-17,22.0,5.0,7,1,1,0,3,2,5,1,2,0.0,0,True,home,0.4,0.5,0.8771929824561402
DeWanna Bonner,Fever,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3620648606444062,0.26483942414174977,0.8221074902109385
Brionna Jones,Dream,2025-06-17,27.0,13.0,3,3,0,1,2,5,7,1,2,2.0,2,False,away,0.7142857142857143,0.5,1.0
Brittney Griner,Dream,2025-06-17,23.0,9.0,2,0,0,2,1,4,7,1,1,0.0,0,False,away,0.5714285714285714,1.0,0.7540229885057471
Allisha Gray,Dream,2025-06-17,36.0,14.0,5,5,0,0,0,5,12,2,4,2.0,2,False,away,0.4166666666666667,0.5,1.0
Jordin Canada,Dream,2025-06-17,25.0,9.0,5,3,1,1,3,3,6,1,2,2.0,2,False,away,0.5,0.5,1.0
Rhyne Howard,Dream,2025-06-17,39.0,13.0,7,9,3,3,4,3,14,2,7,5.0,5,False,away,0.21428571428571427,0.2857142857142857,1.0
Nia Coffey,Dream,2025-06-17,10.0,3.0,1,1,0,0,0,1,5,1,3,0.0,0,False,away,0.2,0.3333333333333333,0.7105263157894737
Naz Hillmon,Dream,2025-06-17,22.0,4.0,7,1,1,0,1,2,7,0,3,0.0,0,False,away,0.2857142857142857,0.0,0.8166666666666668
Shatori Walker-Kimbrough,Dream,2025-06-17,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3236111111111111,0.2638888888888889,0.775
Maya Caldwell,Dream,2025-06-17,2.0,0.0,0,0,0,0,0,0,1,0,1,0.0,0,False,away,0.0,0.0,0.8
Te-Hina Paopao,Dream,2025-06-17,15.0,16.0,1,1,2,0,1,6,8,4,5,0.0,0,False,away,0.75,0.8,0.5714285714285714
Taylor Thierry,Dream,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.13888888888888887,0.3333333333333333,0.25
Breanna Stewart,Liberty,2025-06-17,36.0,23.0,6,4,0,1,2,8,18,1,3,6.0,7,True,home,0.4444444444444444,0.3333333333333333,0.8571428571428571
Jonquel Jones,Liberty,2025-06-17,25.0,10.0,10,2,1,0,0,4,10,2,4,0.0,0,True,home,0.4,0.5,0.7677489177489178
Nyara Sabally,Liberty,2025-06-17,18.0,8.0,3,1,2,2,1,3,4,0,0,2.0,2,True,home,0.75,0.125,1.0
Natasha Cloud,Liberty,2025-06-17,29.0,7.0,1,5,1,0,1,2,7,0,1,3.0,3,True,home,0.2857142857142857,0.0,1.0
Sabrina Ionescu,Liberty,2025-06-17,38.0,34.0,7,5,3,0,3,12,20,4,8,6.0,8,True,home,0.6,0.5,0.75
Isabelle Harrison,Liberty,2025-06-17,3.0,0.0,1,0,0,0,0,0,1,0,1,0.0,0,True,home,0.0,0.0,0.7352941176470589
Kennedy Burke,Liberty,2025-06-17,16.0,2.0,2,0,1,0,1,1,3,0,2,0.0,0,True,home,0.3333333333333333,0.0,0.7840909090909091
Rebekah Gardner,Liberty,2025-06-17,5.0,0.0,0,0,0,0,0,0,2,0,0,0.0,0,True,home,0.0,0.4666666666666667,0.8055555555555555
Marine Johannes,Liberty,2025-06-17,19.0,2.0,6,2,0,0,3,1,5,0,3,0.0,0,True,home,0.2,0.0,0.84375
Jaylyn Sherrod,Liberty,2025-06-17,9.0,0.0,1,0,0,0,1,0,1,0,0,0.0,0,True,home,0.0,0.23809523809523808,0.7666666666666666
Marquesha Davis,Liberty,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.19999999999999998,0.0,0.875
Alyssa Thomas,Mercury,2025-06-15,29.0,14.0,6,13,2,1,7,7,11,0,0,0.0,0,True,away,0.6363636363636364,0.0,0.6755693581780539
Kathryn Westbeld,Mercury,2025-06-15,15.0,1.0,1,0,1,0,0,0,3,0,3,1.0,2,True,away,0.0,0.0,0.5
Satou Sabally,Mercury,2025-06-15,30.0,22.0,9,3,1,1,1,6,15,3,8,7.0,7,True,away,0.4,0.375,1.0
Kahleah Copper,Mercury,2025-06-15,18.0,11.0,2,1,1,0,2,4,9,1,3,2.0,2,True,away,0.4444444444444444,0.3333333333333333,1.0
Monique Akoa Makani,Mercury,2025-06-15,21.0,0.0,4,1,1,0,0,0,3,0,0,0.0,0,True,away,0.0,0.3568027210884353,0.931159420289855
Natasha Mack,Mercury,2025-06-15,15.0,3.0,7,0,2,1,1,1,2,0,0,1.0,1,True,away,0.5,0.0,1.0
Murjanatu Musa,Mercury,2025-06-15,7.0,0.0,1,0,1,0,0,0,1,0,0,0.0,0,True,away,0.0,0.5,0.6666666666666666
Sami Whitcomb,Mercury,2025-06-15,23.0,18.0,2,0,0,0,0,7,14,4,8,0.0,0,True,away,0.5,0.5,0.8087121212121211
Kitija Laksa,Mercury,2025-06-15,18.0,4.0,3,2,0,0,1,2,8,0,5,0.0,0,True,away,0.25,0.0,0.7515151515151515
Lexi Held,Mercury,2025-06-15,23.0,3.0,1,2,1,1,0,1,7,1,5,0.0,0,True,away,0.14285714285714285,0.2,0.8214285714285714
Kalani Brown,Mercury,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.5784438775510203,0.42857142857142855,0.7627450980392156
Megan McConnell,Mercury,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.25,0.5,0.0
Kiah Stokes,Aces,2025-06-15,29.0,0.0,14,1,2,0,3,0,5,0,2,0.0,0,False,home,0.0,0.0,0.625
Chelsea Gray,Aces,2025-06-15,38.0,20.0,10,4,1,1,5,8,17,1,6,3.0,3,False,home,0.47058823529411764,0.16666666666666666,1.0
Tiffany Mitchell,Aces,2025-06-15,15.0,4.0,0,0,0,0,4,1,2,1,2,1.0,2,False,home,0.5,0.5,0.5
Jewell Loyd,Aces,2025-06-15,32.0,17.0,6,2,1,0,1,6,11,3,8,2.0,2,False,home,0.5454545454545454,0.375,1.0
Jackie Young,Aces,2025-06-15,32.0,15.0,3,5,0,1,2,4,14,2,5,5.0,5,False,home,0.2857142857142857,0.4,1.0
Cheyenne Parker-Tyus,Aces,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3714285714285714,0.4,0.8125
Joyner Holmes,Aces,2025-06-15,3.0,0.0,0,0,0,0,1,0,1,0,0,0.0,0,False,home,0.0,0.1111111111111111,0.0
Kierstan Bell,Aces,2025-06-15,14.0,8.0,2,0,0,0,1,2,3,2,3,2.0,2,False,home,0.6666666666666666,0.6666666666666666,1.0
Elizabeth Kitley,Aces,2025-06-15,11.0,0.0,2,0,0,1,2,0,2,0,0,0.0,0,False,home,0.0,0.0,0.5
Dana Evans,Aces,2025-06-15,11.0,4.0,0,0,2,0,0,2,6,0,1,0.0,0,False,home,0.3333333333333333,0.0,0.8
Aaliyah Nye,Aces,2025-06-15,15.0,2.0,1,2,0,1,0,0,3,0,1,2.0,2,False,home,0.0,0.0,1.0
Brionna Jones,Dream,2025-06-15,23.0,5.0,4,2,0,0,1,2,7,1,3,0.0,0,True,away,0.2857142857142857,0.3333333333333333,0.8111215538847119
Brittney Griner,Dream,2025-06-15,19.0,2.0,8,1,0,2,0,1,4,0,0,0.0,0,True,away,0.25,0.29411764705882354,0.7540229885057471
Allisha Gray,Dream,2025-06-15,29.0,32.0,5,4,3,0,1,10,14,6,9,6.0,7,True,away,0.7142857142857143,0.6666666666666666,0.8571428571428571
Jordin Canada,Dream,2025-06-15,21.0,4.0,7,2,3,0,0,1,5,0,1,2.0,4,True,away,0.2,0.0,0.5
Rhyne Howard,Dream,2025-06-15,29.0,14.0,1,2,1,0,1,5,14,4,11,0.0,0,True,away,0.35714285714285715,0.36363636363636365,0.8401225211570039
Nia Coffey,Dream,2025-06-15,13.0,0.0,1,0,0,0,0,0,4,0,4,0.0,0,True,away,0.0,0.0,0.7105263157894737
Naz Hillmon,Dream,2025-06-15,26.0,10.0,11,5,1,0,1,4,7,2,4,0.0,0,True,away,0.5714285714285714,0.5,0.8166666666666668
Taylor Thierry,Dream,2025-06-15,3.0,3.0,1,0,0,0,0,1,2,1,1,0.0,0,True,away,0.5,1.0,0.25
Shatori Walker-Kimbrough,Dream,2025-06-15,10.0,0.0,0,2,0,0,1,0,2,0,1,0.0,0,True,away,0.0,0.0,0.775
Maya Caldwell,Dream,2025-06-15,9.0,3.0,2,1,0,0,1,1,3,0,2,1.0,2,True,away,0.3333333333333333,0.0,0.5
Te-Hina Paopao,Dream,2025-06-15,17.0,16.0,1,5,0,0,0,6,8,4,6,0.0,0,True,away,0.75,0.6666666666666666,0.5714285714285714
Kiki Iriafen,Mystics,2025-06-15,21.0,6.0,8,2,0,0,0,2,9,0,2,2.0,2,False,home,0.2222222222222222,0.0,1.0
Stefanie Dolson,Mystics,2025-06-15,19.0,3.0,1,0,0,0,1,1,3,1,3,0.0,0,False,home,0.3333333333333333,0.3333333333333333,0.7222222222222222
Brittney Sykes,Mystics,2025-06-15,26.0,9.0,5,3,1,0,4,2,10,0,0,5.0,6,False,home,0.2,0.24498069498069494,0.8333333333333334
Sug Sutton,Mystics,2025-06-15,20.0,2.0,1,4,0,0,0,1,3,0,2,0.0,0,False,home,0.3333333333333333,0.0,0.7850877192982456
Sonia Citron,Mystics,2025-06-15,30.0,10.0,3,0,2,0,2,2,8,0,3,6.0,7,False,home,0.25,0.0,0.8571428571428571
Emily Engstler,Mystics,2025-06-15,17.0,2.0,5,2,1,0,0,1,3,0,1,0.0,0,False,home,0.3333333333333333,0.0,0.6145833333333334
Shakira Austin,Mystics,2025-06-15,19.0,9.0,7,0,0,2,1,4,10,0,1,1.0,3,False,home,0.4,0.0,0.3333333333333333
Aaliyah Edwards,Mystics,2025-06-15,17.0,5.0,3,0,1,0,2,1,7,0,1,3.0,4,False,home,0.14285714285714285,0.0,0.75
Sika Kone,Mystics,2025-06-15,4.0,0.0,1,0,0,0,0,0,1,0,0,0.0,0,False,home,0.0,0.2,0.9166666666666666
Lucy Olsen,Mystics,2025-06-15,5.0,2.0,1,0,0,0,1,1,2,0,1,0.0,0,False,home,0.5,0.0,0.8541666666666666
Jade Melbourne,Mystics,2025-06-15,23.0,8.0,0,1,0,0,2,3,5,2,3,0.0,1,False,home,0.6,0.6666666666666666,0.0
Georgia Amoore,Mystics,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.0,0.0,0.0
Angel Reese,Sky,2025-06-15,36.0,11.0,13,11,3,2,2,2,7,0,2,7.0,7,True,away,0.2857142857142857,0.0,1.0
Kamilla Cardoso,Sky,2025-06-15,25.0,10.0,7,1,0,0,2,3,8,0,0,4.0,4,True,away,0.375,0.5,1.0
Rebecca Allen,Sky,2025-06-15,18.0,0.0,3,1,1,1,0,0,8,0,4,0.0,0,True,away,0.0,0.0,0.5966666666666667
Kia Nurse,Sky,2025-06-15,16.0,11.0,2,0,1,0,1,4,4,3,3,0.0,0,True,away,1.0,1.0,0.8043478260869565
Ariel Atkins,Sky,2025-06-15,31.0,10.0,5,4,2,1,6,4,11,2,4,0.0,0,True,away,0.36363636363636365,0.5,0.873904761904762
Michaela Onyenwere,Sky,2025-06-15,16.0,7.0,0,0,0,0,0,3,5,0,1,1.0,1,True,away,0.6,0.0,1.0
Elizabeth Williams,Sky,2025-06-15,19.0,8.0,3,2,0,0,0,3,7,0,0,2.0,2,True,away,0.42857142857142855,0.0,1.0
Rachel Banham,Sky,2025-06-15,14.0,5.0,0,0,0,0,0,2,5,1,4,0.0,0,True,away,0.4,0.25,0.8777777777777778
Hailey Van Lith,Sky,2025-06-15,24.0,16.0,5,1,0,1,1,6,8,1,2,3.0,4,True,away,0.75,0.5,0.75
Maddy Westbeld,Sky,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3635783298826777,0.33666666666666667,0.8333333333333334
Courtney Vandersloot,Sky,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.5079143079143079,0.3,0.8933333333333333
Moriah Jefferson,Sky,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.25,0.25,0.0
Tina Charles,Sun,2025-06-15,36.0,19.0,6,1,1,0,1,8,20,1,2,2.0,2,False,home,0.4,0.5,1.0
Olivia Nelson-Ododa,Sun,2025-06-15,26.0,5.0,10,0,1,2,2,2,6,0,0,1.0,4,False,home,0.3333333333333333,0.5,0.25
Bria Hartley,Sun,2025-06-15,30.0,6.0,3,5,2,0,1,3,10,0,3,0.0,0,False,home,0.3,0.0,0.7791666666666667
Marina Mabrey,Sun,2025-06-15,39.0,22.0,5,4,0,0,6,7,17,5,12,3.0,4,False,home,0.4117647058823529,0.4166666666666667,0.75
Jacy Sheldon,Sun,2025-06-15,29.0,12.0,4,2,3,0,0,4,5,2,2,2.0,2,False,home,0.8,1.0,1.0
Kariata Diaby,Sun,2025-06-15,18.0,2.0,3,2,0,0,1,1,2,0,0,0.0,0,False,home,0.5,0.0,0.8194444444444443
Lindsay Allen,Sun,2025-06-15,12.0,0.0,0,1,0,0,0,0,3,0,2,0.0,0,False,home,0.0,0.0,0.8645833333333334
Jaelyn Brown,Sun,2025-06-15,10.0,0.0,1,0,2,0,1,0,1,0,1,0.0,0,False,home,0.0,0.0,0.5
Haley Peters,Sun,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.2794642857142857,0.2021739130434783,0.7142857142857143
Aneesah Morrow,Sun,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3650563325563326,0.25468749999999996,0.7785714285714285
Rayah Marshall,Sun,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.2484848484848485,0.0,0.5625
Saniya Rivers,Sun,2025-06-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.39029059759101775,0.3051190476190476,0.75
Nneka Ogwumike,Storm,2025-06-14,26.0,6.0,5,2,1,1,5,2,6,0,1,2.0,2,False,away,0.3333333333333333,0.0,1.0
Gabby Williams,Storm,2025-06-14,32.0,9.0,3,4,4,0,2,3,8,1,5,2.0,2,False,away,0.375,0.2,1.0
Ezi Magbegor,Storm,2025-06-14,31.0,10.0,6,2,2,2,0,5,8,0,0,0.0,0,False,away,0.625,0.25,0.6270114942528736
Skylar Diggins,Storm,2025-06-14,35.0,21.0,0,3,2,1,2,7,16,3,7,4.0,5,False,away,0.4375,0.42857142857142855,0.8
Erica Wheeler,Storm,2025-06-14,27.0,6.0,2,5,1,0,4,3,11,0,4,0.0,0,False,away,0.2727272727272727,0.0,0.8895833333333334
Alysha Clark,Storm,2025-06-14,24.0,11.0,3,1,1,0,1,4,6,3,5,0.0,0,False,away,0.6666666666666666,0.6,0.7833333333333332
Dominique Malonga,Storm,2025-06-14,6.0,2.0,1,1,0,1,2,0,2,0,0,2.0,2,False,away,0.0,0.29411764705882354,1.0
Lexie Brown,Storm,2025-06-14,14.0,5.0,0,0,0,0,0,1,3,1,3,2.0,3,False,away,0.3333333333333333,0.3333333333333333,0.6666666666666666
Zia Cooke,Storm,2025-06-14,5.0,0.0,0,1,0,0,0,0,2,0,1,0.0,0,False,away,0.0,0.0,0.675
Kayla Thornton,Valkyries,2025-06-14,36.0,22.0,12,1,0,0,3,7,14,3,9,5.0,6,True,home,0.5,0.3333333333333333,0.8333333333333334
Stephanie Talbot,Valkyries,2025-06-14,25.0,4.0,4,5,1,0,3,2,3,0,1,0.0,0,True,home,0.6666666666666666,0.0,0.6683333333333333
Temi Fagbenle,Valkyries,2025-06-14,27.0,16.0,7,2,0,0,0,8,14,0,2,0.0,0,True,home,0.5714285714285714,0.0,0.7018518518518518
Veronica Burton,Valkyries,2025-06-14,34.0,8.0,2,9,4,1,5,2,8,0,1,4.0,4,True,home,0.25,0.0,1.0
Carla Leite,Valkyries,2025-06-14,32.0,14.0,0,3,1,0,4,6,10,0,2,2.0,2,True,home,0.6,0.0,1.0
Monique Billings,Valkyries,2025-06-14,13.0,5.0,4,0,3,1,1,2,3,0,0,1.0,2,True,home,0.6666666666666666,0.3177083333333333,0.5
Laeticia Amihere,Valkyries,2025-06-14,15.0,2.0,1,0,0,0,2,1,2,0,0,0.0,0,True,home,0.5,0.1346153846153846,0.7925925925925926
Aerial Powers,Valkyries,2025-06-14,3.0,0.0,1,0,0,0,0,0,1,0,0,0.0,0,True,home,0.0,0.21999999999999997,0.6439393939393939
Kate Martin,Valkyries,2025-06-14,15.0,5.0,2,1,0,0,0,0,3,0,3,5.0,5,True,home,0.0,0.0,1.0
Breanna Stewart,Liberty,2025-06-14,38.0,24.0,5,2,3,0,3,7,15,0,2,10.0,14,False,away,0.4666666666666667,0.0,0.7142857142857143
Kennedy Burke,Liberty,2025-06-14,25.0,3.0,3,3,0,2,0,1,5,0,3,1.0,3,False,away,0.2,0.0,0.3333333333333333
Nyara Sabally,Liberty,2025-06-14,31.0,10.0,9,1,4,2,2,5,12,0,3,0.0,0,False,away,0.4166666666666667,0.0,0.7404761904761905
Natasha Cloud,Liberty,2025-06-14,31.0,5.0,6,5,1,0,2,1,8,0,4,3.0,4,False,away,0.125,0.0,0.75
Sabrina Ionescu,Liberty,2025-06-14,38.0,34.0,2,4,1,0,2,11,20,4,10,8.0,9,False,away,0.55,0.4,0.8888888888888888
Isabelle Harrison,Liberty,2025-06-14,8.0,2.0,4,1,0,0,0,1,2,0,0,0.0,0,False,away,0.5,0.19230769230769232,0.7352941176470589
Leonie Fiebich,Liberty,2025-06-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.4636661255411255,0.4068986568986569,0.8733333333333334
Rebekah Gardner,Liberty,2025-06-14,12.0,0.0,3,1,0,0,0,0,1,0,1,0.0,0,False,away,0.0,0.0,0.8055555555555555
Marine Johannes,Liberty,2025-06-14,18.0,10.0,2,0,1,0,2,4,8,2,6,0.0,0,False,away,0.5,0.3333333333333333,0.84375
Jaylyn Sherrod,Liberty,2025-06-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.28541666666666665,0.23809523809523808,0.7666666666666666
Jonquel Jones,Liberty,2025-06-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.48841750569691744,0.3643873802964713,0.7677489177489178
Marquesha Davis,Liberty,2025-06-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.19999999999999998,0.0,0.875
Natasha Howard,Fever,2025-06-14,14.0,4.0,4,0,0,0,1,1,4,0,0,2.0,2,True,home,0.25,0.15,1.0
Aliyah Boston,Fever,2025-06-14,30.0,10.0,11,6,0,2,1,4,10,0,0,2.0,3,True,home,0.4,0.20161290322580644,0.6666666666666666
Kelsey Mitchell,Fever,2025-06-14,34.0,22.0,2,1,1,0,1,9,21,3,10,1.0,2,True,home,0.42857142857142855,0.3,0.5
Lexie Hull,Fever,2025-06-14,34.0,14.0,4,2,1,2,1,5,10,3,4,1.0,2,True,home,0.5,0.75,0.5
Caitlin Clark,Fever,2025-06-14,31.0,32.0,8,9,1,2,7,11,20,7,14,3.0,5,True,home,0.55,0.5,0.6
Damiris Dantas,Fever,2025-06-14,10.0,5.0,4,1,0,0,0,2,4,1,2,0.0,0,True,home,0.5,0.5,0.8888888888888888
Brianna Turner,Fever,2025-06-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.5492424242424242,0.0,0.5833333333333334
Makayla Timpson,Fever,2025-06-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.5819444444444445,0.0,0.6666666666666666
Sydney Colson,Fever,2025-06-14,20.0,10.0,1,6,1,0,0,3,4,2,3,2.0,2,True,home,0.75,0.6666666666666666,1.0
Sophie Cunningham,Fever,2025-06-14,25.0,5.0,4,0,1,0,1,2,4,1,2,0.0,0,True,home,0.5,0.5,0.8771929824561402
DeWanna Bonner,Fever,2025-06-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3620648606444062,0.26483942414174977,0.8221074902109385
Dearica Hamby,Sparks,2025-06-14,31.0,10.0,12,2,1,1,2,4,9,0,0,2.0,2,False,away,0.4444444444444444,0.2857142857142857,1.0
Azura Stevens,Sparks,2025-06-14,18.0,4.0,6,1,0,0,4,1,3,0,1,2.0,2,False,away,0.3333333333333333,0.0,1.0
Rickea Jackson,Sparks,2025-06-14,36.0,18.0,5,2,1,0,2,6,12,3,5,3.0,3,False,away,0.5,0.6,1.0
Kelsey Plum,Sparks,2025-06-14,33.0,20.0,3,4,0,0,3,5,16,3,5,7.0,8,False,away,0.3125,0.6,0.875
Sarah Ashlee Barker,Sparks,2025-06-14,28.0,4.0,4,2,1,0,5,1,2,0,0,2.0,4,False,away,0.5,0.32608695652173914,0.5
Emma Cannon,Sparks,2025-06-14,22.0,14.0,2,0,0,0,1,5,7,2,3,2.0,4,False,away,0.7142857142857143,0.6666666666666666,0.5
